index,name,ext,folder,rde_name,rde_folder
3049,,,battle_event,evt370.pa,work\cdrom\battle\event
3050,,,battle_event,evt371.pa,work\cdrom\battle\event
3051,,,battle_event,evt372.pa,work\cdrom\battle\event
3052,,,battle_event,evt373.pa,work\cdrom\battle\event
3053,,,battle_event,evt374.pa,work\cdrom\battle\event
3054,,,battle_event,evt375.pa,work\cdrom\battle\event
3055,,,battle_event,evt376.pa,work\cdrom\battle\event
3056,,,battle_event,evt377.pa,work\cdrom\battle\event
3057,,,battle_event,evt378.pa,work\cdrom\battle\event
3058,,,battle_event,evt379.pa,work\cdrom\battle\event
3059,,,battle_event,evt380.pa,work\cdrom\battle\event
3060,,,battle_event,evt381.pa,work\cdrom\battle\event
3061,,,battle_event,evt382.pa,work\cdrom\battle\event
3062,,,battle_event,evt383.pa,work\cdrom\battle\event
3063,,,battle_event,evt384.pa,work\cdrom\battle\event
3064,,,battle_event,evt385.pa,work\cdrom\battle\event
3065,,,battle_event,evt386.pa,work\cdrom\battle\event
3066,,,battle_event,evt387.pa,work\cdrom\battle\event
3067,,,battle_event,evt388.pa,work\cdrom\battle\event
3068,,,battle_event,evt389.pa,work\cdrom\battle\event
3069,,,battle_event,evt390.pa,work\cdrom\battle\event
3070,,,battle_event,evt391.pa,work\cdrom\battle\event
3071,,,battle_event,evt392.pa,work\cdrom\battle\event
3072,,,battle_event,evt393.pa,work\cdrom\battle\event
3073,,,battle_event,evt394.pa,work\cdrom\battle\event
3074,,,battle_event,evt395.pa,work\cdrom\battle\event
3075,,,battle_event,evt396.pa,work\cdrom\battle\event
3076,,,battle_event,evt397.pa,work\cdrom\battle\event
3077,,,battle_event,evt398.pa,work\cdrom\battle\event
3078,,,battle_event,evt399.pa,work\cdrom\battle\event
3079,,,battle_event,evt400.pa,work\cdrom\battle\event
3080,,,battle_event,evt401.pa,work\cdrom\battle\event
3081,,,battle_event,evt402.pa,work\cdrom\battle\event
3082,,,battle_event,evt403.pa,work\cdrom\battle\event
3083,,,battle_event,evt404.pa,work\cdrom\battle\event
3084,,,battle_event,evt405.pa,work\cdrom\battle\event
3085,,,battle_event,evt406.pa,work\cdrom\battle\event
3086,,,battle_event,evt407.pa,work\cdrom\battle\event
3087,,,battle_event,evt408.pa,work\cdrom\battle\event
3088,,,battle_event,evt409.pa,work\cdrom\battle\event
3089,,,battle_event,evt409.pa,work\cdrom\battle\event
3090,,,battle_event,evt411.pa,work\cdrom\battle\event
3091,,,battle_event,evt412.pa,work\cdrom\battle\event
3092,,,battle_event,evt413.pa,work\cdrom\battle\event
3093,,,battle_event,evt414.pa,work\cdrom\battle\event
3094,,,battle_event,evt415.pa,work\cdrom\battle\event
3095,,,battle_event,evt416.pa,work\cdrom\battle\event
3096,,,battle_event,evt417.pa,work\cdrom\battle\event
3097,,,battle_event,evt418.pa,work\cdrom\battle\event
3098,,,battle_event,evt419.pa,work\cdrom\battle\event
3099,,,battle_event,evt420.pa,work\cdrom\battle\event
3100,,,battle_event,evt421.pa,work\cdrom\battle\event
3101,,,battle_event,evt422.pa,work\cdrom\battle\event
3102,,,battle_event,evt423.pa,work\cdrom\battle\event
3103,,,battle_event,evt414.pa,work\cdrom\battle\event
3104,,,battle_event,evt425.pa,work\cdrom\battle\event
3105,,,battle_event,evt426.pa,work\cdrom\battle\event
3106,,,battle_event,evt427.pa,work\cdrom\battle\event
3107,,,battle_event,evt428.pa,work\cdrom\battle\event
3108,,,battle_event,evt429.pa,work\cdrom\battle\event
3109,,,battle_event,evt430.pa,work\cdrom\battle\event
3110,,,battle_event,evt431.pa,work\cdrom\battle\event
3111,,,battle_event,evt432.pa,work\cdrom\battle\event
3112,,,battle_event,evt433.pa,work\cdrom\battle\event
3113,,,battle_event,evt434.pa,work\cdrom\battle\event
3114,,,battle_event,evt435.pa,work\cdrom\battle\event
3115,,,battle_event,evt436.pa,work\cdrom\battle\event
3116,,,battle_event,evt437.pa,work\cdrom\battle\event
3117,,,battle_event,evt438.pa,work\cdrom\battle\event
3118,,,battle_event,evt439.pa,work\cdrom\battle\event
3119,,,battle_event,evt440.pa,work\cdrom\battle\event
3120,,,battle_event,evt441.pa,work\cdrom\battle\event
3121,,,battle_event,evt442.pa,work\cdrom\battle\event
3122,,,battle_event,evt443.pa,work\cdrom\battle\event
3123,,,battle_event,evt444.pa,work\cdrom\battle\event
3124,,,battle_event,evt445.pa,work\cdrom\battle\event
3125,,,battle_event,evt446.pa,work\cdrom\battle\event
3126,,,battle_event,evt447.pa,work\cdrom\battle\event
3127,,,battle_event,evt448.pa,work\cdrom\battle\event
3128,,,battle_event,evt449.pa,work\cdrom\battle\event
3129,,,battle_event,evt450.pa,work\cdrom\battle\event
3130,,,battle_event,evt451.pa,work\cdrom\battle\event
3131,,,battle_event,evt452.pa,work\cdrom\battle\event
3132,,,battle_event,evt453.pa,work\cdrom\battle\event
3133,,,battle_event,evt454.pa,work\cdrom\battle\event
3134,,,battle_event,evt455.pa,work\cdrom\battle\event
3135,,,battle_event,evt456.pa,work\cdrom\battle\event
3136,,,battle_event,evt457.pa,work\cdrom\battle\event
3137,,,battle_event,evt458.pa,work\cdrom\battle\event
3138,,,battle_event,evt459.pa,work\cdrom\battle\event
3139,,,battle_event,evt460.pa,work\cdrom\battle\event
3140,,,battle_event,evt461.pa,work\cdrom\battle\event
3141,,,battle_event,evt462.pa,work\cdrom\battle\event
3142,,,battle_event,evt463.pa,work\cdrom\battle\event
3143,,,battle_event,evt464.pa,work\cdrom\battle\event
3144,,,battle_event,evt465.pa,work\cdrom\battle\event
3145,,,battle_event,evt466.pa,work\cdrom\battle\event
3146,,,battle_event,evt467.pa,work\cdrom\battle\event
3147,,,battle_event,evt468.pa,work\cdrom\battle\event
3148,,,battle_event,evt469.pa,work\cdrom\battle\event
3149,,,battle_event,evt470.pa,work\cdrom\battle\event
3150,,,battle_event,evt471.pa,work\cdrom\battle\event
3151,,,battle_event,evt472.pa,work\cdrom\battle\event
3152,,,battle_event,evt473.pa,work\cdrom\battle\event
3153,,,battle_event,evt474.pa,work\cdrom\battle\event
3154,,,battle_event,evt475.pa,work\cdrom\battle\event
3155,,,battle_event,evt476.pa,work\cdrom\battle\event
3156,,,battle_event,evt477.pa,work\cdrom\battle\event
3157,,,battle_event,evt478.pa,work\cdrom\battle\event
3158,,,battle_event,evt479.pa,work\cdrom\battle\event
3159,,,battle_event,evt480.pa,work\cdrom\battle\event
3160,,,battle_event,evt481.pa,work\cdrom\battle\event
3161,,,battle_event,evt482.pa,work\cdrom\battle\event
3162,,,battle_event,evt421.pa,work\cdrom\battle\event
3163,,,battle_event,evt422.pa,work\cdrom\battle\event
3164,,,battle_event,evt478.pa,work\cdrom\battle\event
3165,,,battle_event,evt486.pa,work\cdrom\battle\event
3166,,,battle_event,evt487.pa,work\cdrom\battle\event
3167,,,battle_event,evt488.pa,work\cdrom\battle\event
3168,,,battle_event,evt0000.pa,work\cdrom\battle\event
3169,,,battle_event,evt0000.pa,work\cdrom\battle\event
3170,,,battle_event,evt0000.pa,work\cdrom\battle\event
3171,,,battle_event,evt0000.pa,work\cdrom\battle\event
3172,,,battle_event,evt0000.pa,work\cdrom\battle\event
3173,,,battle_event,evt0000.pa,work\cdrom\battle\event
3174,,,battle_event,evt0000.pa,work\cdrom\battle\event
3175,,,battle_event,evt0000.pa,work\cdrom\battle\event
3176,,,battle_event,evt0000.pa,work\cdrom\battle\event
3177,,,battle_event,evt0000.pa,work\cdrom\battle\event
3178,,,battle_event,evt0000.pa,work\cdrom\battle\event
3179,,,battle_event,evt0000.pa,work\cdrom\battle\event
3180,,,battle_event,evt0000.pa,work\cdrom\battle\event
3181,,,battle_event,evt0000.pa,work\cdrom\battle\event
3182,,,battle_event,evt0000.pa,work\cdrom\battle\event
3183,,,battle_event,evt0000.pa,work\cdrom\battle\event
3184,,,battle_event,evt0000.pa,work\cdrom\battle\event
3185,,,battle_event,evt0000.pa,work\cdrom\battle\event
3186,,,battle_event,evt0000.pa,work\cdrom\battle\event
3187,,,battle_event,evt508.pa,work\cdrom\battle\event
3188,,,battle_event,evt509.pa,work\cdrom\battle\event
3189,,,battle_event,evt510.pa,work\cdrom\battle\event
3190,,,battle_event,evt0000.pa,work\cdrom\battle\event
3191,,,battle_event,,
3192,,,battle_event,,
3193,Serge_tex,,battle_chr,selju.lt,work\cdrom\battle\player\selju2
3194,Serge_mdl,,battle_chr,selju.obj,work\cdrom\battle\player\selju2
3195,Serge_wpn,,battle_chr,kai.bin,work\cdrom\battle\wepon
3196,Kid_tex,,battle_chr,kid.lt,work\cdrom\battle\player\kid
3197,Kid_mdl,,battle_chr,kid.obj,work\cdrom\battle\player\kid
3198,Kid_wpn,,battle_chr,knife.bin,work\cdrom\battle\wepon
3199,Guile_tex,,battle_chr,guill.lt,work\cdrom\battle\player\guill
3200,Guile_mdl,,battle_chr,guill.obj,work\cdrom\battle\player\guill
3201,Guile_wpn,,battle_chr,rod.bin,work\cdrom\battle\wepon
3202,Norris_tex,,battle_chr,ishito.lt,work\cdrom\battle\player\ishito
3203,Norris_mdl,,battle_chr,ishito.obj,work\cdrom\battle\player\ishito
3204,Norris_wpn,,battle_chr,gun.bin,work\cdrom\battle\wepon
3205,Nikki_tex,,battle_chr,slash.lt,work\cdrom\battle\player\slash
3206,Nikki_mdl,,battle_chr,slash.obj,work\cdrom\battle\player\slash
3207,Nikki_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3208,Viper_tex,,battle_chr,jakotu.lt,work\cdrom\battle\player\jakotu
3209,Viper_mdl,,battle_chr,jakotu.obj,work\cdrom\battle\player\jakotu
3210,Viper_wpn,,battle_chr,sword.bin,work\cdrom\battle\wepon
3211,Riddel_tex,,battle_chr,riddle.lt,work\cdrom\battle\player\riddle
3212,Riddel_mdl,,battle_chr,riddle.obj,work\cdrom\battle\player\riddle
3213,Riddel_wpn,,battle_chr,rod.bin,work\cdrom\battle\wepon
3214,Karsh_tex,,battle_chr,carshu.lt,work\cdrom\battle\player\carshu
3215,Karsh_mdl,,battle_chr,carshu.obj,work\cdrom\battle\player\carshu
3216,Karsh_wpn,,battle_chr,axe.bin,work\cdrom\battle\wepon
3217,ZOAH_tex,,battle_chr,zoah.lt,work\cdrom\battle\player\zoah
3218,ZOAH_mdl,,battle_chr,zoah.obj,work\cdrom\battle\player\zoah
3219,ZOAH_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3220,Marcy_tex,,battle_chr,malchera.lt,work\cdrom\battle\player\malchera
3221,Marcy_mdl,,battle_chr,malchera.obj,work\cdrom\battle\player\malchera
3222,Marcy_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3223,Korcha_tex,,battle_chr,colcha.lt,work\cdrom\battle\player\colcha
3224,Korcha_mdl,,battle_chr,colcha.obj,work\cdrom\battle\player\colcha
3225,Korcha_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3226,Luccia_tex,,battle_chr,lutianna.lt,work\cdrom\battle\player\lutianna
3227,Luccia_mdl,,battle_chr,lutianna.obj,work\cdrom\battle\player\lutianna
3228,Luccia_wpn,,battle_chr,nage.bin,work\cdrom\battle\wepon
3229,Poshul_tex,,battle_chr,poshul.lt,work\cdrom\battle\player\poshul
3230,Poshul_mdl,,battle_chr,poshul.obj,work\cdrom\battle\player\poshul
3231,Poshul_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3232,Razzly_tex,,battle_chr,lazzuly.lt,work\cdrom\battle\player\lazzuly
3233,Razzly_mdl,,battle_chr,lazzuly.obj,work\cdrom\battle\player\lazzuly
3234,Razzly_wpn,,battle_chr,minirod.bin,work\cdrom\battle\wepon
3235,Zappa_tex,,battle_chr,zappa.lt,work\cdrom\battle\player\zappa
3236,Zappa_mdl,,battle_chr,zappa.obj,work\cdrom\battle\player\zappa
3237,Zappa_wpn,,battle_chr,axe.bin,work\cdrom\battle\wepon
3238,Orcha_tex,,battle_chr,ocha.lt,work\cdrom\battle\player\ocha
3239,Orcha_mdl,,battle_chr,ocha.obj,work\cdrom\battle\player\ocha
3240,Orcha_wpn,,battle_chr,cook.bin,work\cdrom\battle\wepon
3241,Radius_tex,,battle_chr,radius.lt,work\cdrom\battle\player\radius
3242,Radius_mdl,,battle_chr,radius.obj,work\cdrom\battle\player\radius
3243,Radius_wpn,,battle_chr,tue.bin,work\cdrom\battle\wepon
3244,Fargo_tex,,battle_chr,farga.lt,work\cdrom\battle\player\farga
3245,Fargo_mdl,,battle_chr,farga.obj,work\cdrom\battle\player\farga
3246,Fargo_wpn,,battle_chr,sword.bin,work\cdrom\battle\wepon
3247,Macha_tex,,battle_chr,obachan.lt,work\cdrom\battle\player\obachan
3248,Macha_mdl,,battle_chr,obachan.obj,work\cdrom\battle\player\obachan
3249,Macha_wpn,,battle_chr,cook.bin,work\cdrom\battle\wepon
3250,Glenn_tex,,battle_chr,gren1.lt,work\cdrom\battle\player\gren1
3251,Glenn_mdl,,battle_chr,gren1.obj,work\cdrom\battle\player\gren1
3252,Glenn_wpn,,battle_chr,sword.bin,work\cdrom\battle\wepon
3253,Leena_tex,,battle_chr,lena.lt,work\cdrom\battle\player\lena
3254,Leena_mdl,,battle_chr,lena.obj,work\cdrom\battle\player\lena
3255,Leena_wpn,,battle_chr,cook.bin,work\cdrom\battle\wepon
3256,Miki_tex,,battle_chr,miki.lt,work\cdrom\battle\player\miki
3257,Miki_mdl,,battle_chr,miki.obj,work\cdrom\battle\player\miki
3258,Miki_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3259,Harle_tex,,battle_chr,harley.lt,work\cdrom\battle\player\harley
3260,Harle_mdl,,battle_chr,harley.obj,work\cdrom\battle\player\harley
3261,Harle_wpn,,battle_chr,nage.bin,work\cdrom\battle\wepon
3262,Janice_tex,,battle_chr,jyaness.lt,work\cdrom\battle\player\jyaness
3263,Janice_mdl,,battle_chr,jyaness.obj,work\cdrom\battle\player\jyaness
3264,Janice_wpn,,battle_chr,ninjin.bin,work\cdrom\battle\wepon
3265,Draggy_tex,,battle_chr,dragon.lt,work\cdrom\battle\player\dragon
3266,Draggy_mdl,,battle_chr,dragon.obj,work\cdrom\battle\player\dragon
3267,Draggy_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3268,Starky_tex,,battle_chr,hosi.lt,work\cdrom\battle\player\hosi
3269,Starky_mdl,,battle_chr,hosi.obj,work\cdrom\battle\player\hosi
3270,Starky_wpn,,battle_chr,gun.bin,work\cdrom\battle\wepon
3271,Sprigg_tex,,battle_chr,spri.lt,work\cdrom\battle\player\spri
3272,Sprigg_mdl,,battle_chr,spri.obj,work\cdrom\battle\player\spri
3273,Sprigg_wpn,,battle_chr,tue.bin,work\cdrom\battle\wepon
3274,Mojo_tex,,battle_chr,dan.lt,work\cdrom\battle\player\dan
3275,Mojo_mdl,,battle_chr,dan.obj,work\cdrom\battle\player\dan
3276,Mojo_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3277,Turnip_tex,,battle_chr,kabuo.lt,work\cdrom\battle\player\kabuo
3278,Turnip_mdl,,battle_chr,kabuo.obj,work\cdrom\battle\player\kabuo
3279,Turnip_wpn,,battle_chr,sword.bin,work\cdrom\battle\wepon
3280,NeoFio_tex,,battle_chr,rablue.lt,work\cdrom\battle\player\rablue
3281,NeoFio_mdl,,battle_chr,rablue.obj,work\cdrom\battle\player\rablue
3282,NeoFio_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3283,Greco_tex,,battle_chr,jilbelt.lt,work\cdrom\battle\player\jilbelt
3284,Greco_mdl,,battle_chr,jilbelt.obj,work\cdrom\battle\player\jilbelt
3285,Greco_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3286,Skelly_tex,,battle_chr,hone.lt,work\cdrom\battle\player\hone
3287,Skelly_mdl,,battle_chr,hone.obj,work\cdrom\battle\player\hone
3288,Skelly_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3289,Funguy_tex,,battle_chr,kinoko.lt,work\cdrom\battle\player\kinoko
3290,Funguy_mdl,,battle_chr,kinoko.obj,work\cdrom\battle\player\kinoko
3291,Funguy_wpn,,battle_chr,axe.bin,work\cdrom\battle\wepon
3292,Irenes_tex,,battle_chr,ilenes.lt,work\cdrom\battle\player\ilenes
3293,Irenes_mdl,,battle_chr,ilenes.obj,work\cdrom\battle\player\ilenes
3294,Irenes_wpn,,battle_chr,harp.bin,work\cdrom\battle\wepon
3295,Mel_tex,,battle_chr,mell.lt,work\cdrom\battle\player\mell
3296,Mel_mdl,,battle_chr,mell.obj,work\cdrom\battle\player\mell
3297,Mel_wpn,,battle_chr,boom.bin,work\cdrom\battle\wepon
3298,Leah_tex,,battle_chr,liia.lt,work\cdrom\battle\player\liia
3299,Leah_mdl,,battle_chr,liia.obj,work\cdrom\battle\player\liia
3300,Leah_wpn,,battle_chr,axe.bin,work\cdrom\battle\wepon
3301,Van_tex,,battle_chr,banc.lt,work\cdrom\battle\player\banc
3302,Van_mdl,,battle_chr,banc.obj,work\cdrom\battle\player\banc
3303,Van_wpn,,battle_chr,boom.bin,work\cdrom\battle\wepon
3304,Sneff_tex,,battle_chr,sunef.lt,work\cdrom\battle\player\sunef
3305,Sneff_mdl,,battle_chr,sunef.obj,work\cdrom\battle\player\sunef
3306,Sneff_wpn,,battle_chr,nage.bin,work\cdrom\battle\wepon
3307,Steena_tex,,battle_chr,steena.lt,work\cdrom\battle\player\steena
3308,Steena_mdl,,battle_chr,steena.obj,work\cdrom\battle\player\steena
3309,Steena_wpn,,battle_chr,sword.bin,work\cdrom\battle\wepon
3310,Doc_tex,,battle_chr,doc.lt,work\cdrom\battle\player\doc
3311,Doc_mdl,,battle_chr,doc.obj,work\cdrom\battle\player\doc
3312,Doc_wpn,,battle_chr,nage.bin,work\cdrom\battle\wepon
3313,Grobyc_tex,,battle_chr,gyada.lt,work\cdrom\battle\player\gyada
3314,Grobyc_mdl,,battle_chr,gyada.obj,work\cdrom\battle\player\gyada
3315,Grobyc_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3316,Pierre_tex,,battle_chr,pierre.lt,work\cdrom\battle\player\pierre
3317,Pierre_mdl,,battle_chr,pierre.obj,work\cdrom\battle\player\pierre
3318,Pierre_wpn,,battle_chr,sword.bin,work\cdrom\battle\wepon
3319,Orlha_tex,,battle_chr,olha.lt,work\cdrom\battle\player\olha
3320,Orlha_mdl,,battle_chr,olha.obj,work\cdrom\battle\player\olha
3321,Orlha_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3322,Pip_tex,,battle_chr,tumaru.lt,work\cdrom\battle\player\tumaru
3323,Pip_mdl,,battle_chr,tumaru.obj,work\cdrom\battle\player\tumaru
3324,Pip_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3325,Pip2_tex,,battle_chr,tu_p.lt,work\cdrom\battle\player\tu_p
3326,Pip2_mdl,,battle_chr,tu_p.obj,work\cdrom\battle\player\tu_p
3327,Pip2_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3328,Pip3_tex,,battle_chr,tu_m.lt,work\cdrom\battle\player\tu_m
3329,Pip3_mdl,,battle_chr,tu_m.obj,work\cdrom\battle\player\tu_m
3330,Pip3_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3331,Pip4_tex,,battle_chr,tu_pp.lt,work\cdrom\battle\player\tu_pp
3332,Pip4_mdl,,battle_chr,tu_pp.obj,work\cdrom\battle\player\tu_pp
3333,Pip4_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3334,Pip5_tex,,battle_chr,tu_pm.lt,work\cdrom\battle\player\tu_pm
3335,Pip5_mdl,,battle_chr,tu_pm.obj,work\cdrom\battle\player\tu_pm
3336,Pip5_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3337,Pip6_tex,,battle_chr,tu_mm.lt,work\cdrom\battle\player\tu_mm
3338,Pip6_mdl,,battle_chr,tu_mm.obj,work\cdrom\battle\player\tu_mm
3339,Pip6_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3340,Serge_as_Lynx_tex,,battle_chr,sel_yama.lt,work\cdrom\battle\player\sel_yam2
3341,Serge_as_Lynx_mdl,,battle_chr,sel_yama.obj,work\cdrom\battle\player\sel_yam2
3342,Serge_as_Lynx_wpn,,battle_chr,kai.bin,work\cdrom\battle\wepon
3343,Glenn_dual_tex,,battle_chr,gren2.lt,work\cdrom\battle\player\gren2
3344,Glenn_dual_mdl,,battle_chr,gren2.obj,work\cdrom\battle\player\gren2
3345,Glenn_dual_wpn,,battle_chr,sword.bin,work\cdrom\battle\wepon
3346,Lynx_scythe_tex,,battle_chr,yamaneko.lt,work\cdrom\battle\player\yamaneko
3347,Lynx_scythe_mdl,,battle_chr,yamaneko.obj,work\cdrom\battle\player\yamaneko
3348,Lynx_scythe_wpn,,battle_chr,ply_yama.bin,work\cdrom\battle\wepon
3349,,,battle_chr,,
3350,,,battle_chr,,
3351,,,battle_chr,,
3352,,,battle_chr,,
3353,,,battle_chr,,
3354,,,battle_chr,,
3355,,,battle_chr,,
3356,,,battle_chr,,
3357,,,battle_chr,,
3358,,,battle_chr,,
3359,,,battle_chr,,
3360,,,battle_chr,,
3361,,,battle_chr,,
3362,,,battle_chr,,
3363,,,battle_chr,,
3364,,,battle_chr,,
3365,,,battle_chr,,
3366,,,battle_chr,,
3367,,,battle_chr,,
3368,,,battle_chr,,
3369,,,battle_chr,,
3370,,,battle_chr,,
3371,,,battle_chr,,
3372,,,battle_chr,,
3373,,,battle_chr,,
3374,,,battle_chr,,
3375,,,battle_chr,,
3376,,,battle_chr,,
3377,,,battle_chr,,
3378,,,battle_chr,,
3379,,,battle_chr,,
3380,,,battle_chr,,
3381,,,battle_chr,,
3382,,,battle_chr,,
3383,,,battle_chr,,
3384,,,battle_chr,,
3385,Radius_as_enemy_tex,,battle_chr,radius.ltd,work\cdrom\battle\player\radius
3386,Radius_as_enemy_mdl,,battle_chr,radius.obj,work\cdrom\battle\player\radius
3387,Radius_as_enemy_wpn,,battle_chr,tue.bin,work\cdrom\battle\wepon
3388,beach_bum_tex,,battle_chr,umibouz.ltd,work\cdrom\battle\monster\umibouz
3389,beach_bum_mdl,,battle_chr,umibouz.obj,work\cdrom\battle\monster\umibouz
3390,beach_bum_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3391,sand_squirt_tex,,battle_chr,ktokage.ltd,work\cdrom\battle\monster\ktokage
3392,sand_squirt_mdl,,battle_chr,ktokage.obj,work\cdrom\battle\monster\ktokage
3393,sand_squirt_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3394,komodo_pup_tex,,battle_chr,komodo.ltd,work\cdrom\battle\monster\komodo
3395,komodo_pup_mdl,,battle_chr,komodo.obj,work\cdrom\battle\monster\komodo
3396,komodo_pup_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3397,opah_fish_tex,,battle_chr,chouchin.ltd,work\cdrom\battle\monster\chouchin
3398,opah_fish_mdl,,battle_chr,chouchin.obj,work\cdrom\battle\monster\chouchin
3399,opah_fish_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3400,mama_komodo_tex,,battle_chr,optokage.ltd,work\cdrom\battle\monster\optokage
3401,mama_komodo_mdl,,battle_chr,optokage.obj,work\cdrom\battle\monster\optokage
3402,mama_komodo_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3403,Karsh_as_enemy_tex,,battle_chr,carshu.ltd,work\cdrom\battle\player\carshu
3404,Karsh_as_enemy_mdl,,battle_chr,carshu.obj,work\cdrom\battle\player\carshu
3405,Karsh_as_enemy_wpn,,battle_chr,axe.bin,work\cdrom\battle\wepon
3406,Solt_tex,,battle_chr,adk_yst.ltd,work\cdrom\battle\monster\adk_yst
3407,Solt_mdl,,battle_chr,adk_yst.obj,work\cdrom\battle\monster\adk_yst
3408,Solt_wpn,,battle_chr,m_adky.bin,work\cdrom\battle\wepon
3409,Peppor_tex,,battle_chr,adk_krn.ltd,work\cdrom\battle\monster\adk_krn
3410,Peppor_mdl,,battle_chr,adk_krn.obj,work\cdrom\battle\monster\adk_krn
3411,Peppor_wpn,,battle_chr,m_adkk.bin,work\cdrom\battle\wepon
3412,tsetse_fly_tex,,battle_chr,zmbfly.ltd,work\cdrom\battle\monster\zmbfly
3413,tsetse_fly_mdl,,battle_chr,zmbfly.obj,work\cdrom\battle\monster\zmbfly
3414,tsetse_fly_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3415,wraith_tex,,battle_chr,mouja.ltd,work\cdrom\battle\monster\mouja
3416,wraith_mdl,,battle_chr,mouja.obj,work\cdrom\battle\monster\mouja
3417,wraith_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3418,momma_dingo_tex,,battle_chr,haienoya.ltd,work\cdrom\battle\monster\haienoya
3419,momma_dingo_mdl,,battle_chr,haienoya.obj,work\cdrom\battle\monster\haienoya
3420,momma_dingo_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3421,bubba_dingo_tex,,battle_chr,haienako.ltd,work\cdrom\battle\monster\haienako
3422,bubba_dingo_mdl,,battle_chr,haienako.obj,work\cdrom\battle\monster\haienako
3423,bubba_dingo_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3424,drongo_tex,,battle_chr,su_b_hi.ltd,work\cdrom\battle\monster\su_b_hi
3425,drongo_mdl,,battle_chr,su_b_hi.obj,work\cdrom\battle\monster\su_b_hi
3426,drongo_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3427,dodo_tex,,battle_chr,niwa.ltd,work\cdrom\battle\monster\niwa
3428,dodo_mdl,,battle_chr,niwa.obj,work\cdrom\battle\monster\niwa
3429,dodo_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3430,bulb_tex,,battle_chr,q_con.ltd,work\cdrom\battle\monster\q_con
3431,bulb_mdl,,battle_chr,q_con.obj,work\cdrom\battle\monster\q_con
3432,bulb_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3433,cassowary_tex,,battle_chr,elf.ltd,work\cdrom\battle\monster\elf
3434,cassowary_mdl,,battle_chr,elf.obj,work\cdrom\battle\monster\elf
3435,cassowary_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3436,cuscus_tex,,battle_chr,mobechan.ltd,work\cdrom\battle\monster\mobechan
3437,cuscus_mdl,,battle_chr,mobechan.obj,work\cdrom\battle\monster\mobechan
3438,cuscus_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3439,quaddfid_tex,,battle_chr,manet.ltd,work\cdrom\battle\monster\manet
3440,quaddfid_mdl,,battle_chr,manet.obj,work\cdrom\battle\monster\manet
3441,quaddfid_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3442,ZOAH_AS_ENEMY_tex,,battle_chr,zoah.ltd,work\cdrom\battle\player\zoah
3443,ZOAH_AS_ENEMY_mdl,,battle_chr,zoah.obj,work\cdrom\battle\player\zoah
3444,ZOAH_AS_ENEMY_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3445,gerridae_tex,,battle_chr,haneuo.ltd,work\cdrom\battle\monster\haneuo
3446,gerridae_mdl,,battle_chr,haneuo.obj,work\cdrom\battle\monster\haneuo
3447,gerridae_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3448,gloop_maybe_tex,,battle_chr,slime.ltd,work\cdrom\battle\monster\slime
3449,gloop_maybe_mdl,,battle_chr,slime.obj,work\cdrom\battle\monster\slime
3450,gloop_maybe_wpn,,battle_chr,black.bin,work\cdrom\battle\wepon
3451,gobbledegook_tex,,battle_chr,usagi.ltd,work\cdrom\battle\monster\usagi
3452,gobbledegook_mdl,,battle_chr,usagi.obj,work\cdrom\battle\monster\usagi
